name,artist,id,popularity,danceability,key,mode,instrumentalness,duration,time_signature,energy,loudness,speechiness,acousticness,tempo,liveness,valence
You Know You're Right,Nirvana,72li0d2CgwciPLPADO0J0d,"0
",0.276,5,0,0.000625,218027,4,0.709,-6.496,0.116,0.0401,176.939,0.114,0.321
Black Balloon,The Goo Goo Dolls,3kI8fSpOQmL5ax63lBOuH3,"48
",0.328,1,1,3.36e-05,250067,4,0.691,-6.154,0.0294,0.0674,104.242,0.247,0.298
Owner Of A Lonely Heart,Yes,0eaZbB3SewakRxB9uHKjjj,"0
",0.733,7,1,0.00257,266267,4,0.553,-13.924,0.0382,0.252,124.993,0.147,0.934
You Win Again,Bee Gees,3G6LiloSWwbMN1zT3QvNsd,"0
",0.548,11,0,6.13e-06,241333,4,0.854,-10.664,0.0312,0.0878,168.611,0.275,0.927
What's Left Of Me,Nick Lachey,3b8YFN3PcYQfM8q2Jqs7PE,"38
",0.42,7,1,0.0,244613,4,0.742,-5.665,0.0375,0.142,149.965,0.145,0.294
Por Mi Tripa,Pereza,0DBFnvrWi43WO354NvL15A,"48
",0.596,11,1,1.93e-05,227560,4,0.628,-6.017,0.0285,0.284,99.939,0.122,0.631
Mr. E's Beautiful Blues,Eels,7ncTtnHuRHExZGp18vnimz,"0
",0.663,2,1,0.00058,258267,4,0.726,-6.626,0.0268,0.0528,114.099,0.35,0.454
Good Vibrations - 2001 - Remaster,The Beach Boys,4Ukzv6kS6DAMKPlIMxIugc,"0
",0.375,10,0,3.91e-06,217800,4,0.389,-10.414,0.0396,0.222,146.457,0.194,0.378
Babooshka,Kate Bush,53Mz9H5UvWMQUXHZnaZYKQ,"56
",0.466,5,0,1.64e-05,209933,4,0.439,-8.892,0.0325,0.741,107.173,0.0707,0.289
12:51,The Strokes,6Yu1OL8I0D4vjOzYdsXYGK,"61
",0.452,4,1,0.8,153133,4,0.889,-3.838,0.0379,0.312,145.056,0.558,0.591
Violet Hill,Coldplay,1ZqHjApl3pfzwjweTfMi0g,"62
",0.345,1,0,0.00127,222653,4,0.581,-7.875,0.0369,0.0603,76.022,0.115,0.108
Gobbledigook,Sigur Rós,55l3ZlpxGMKkVqs41yXChK,"38
",0.528,2,1,0.311,186693,3,0.952,-6.338,0.0698,0.0818,177.366,0.353,0.778
Shine,Take That,58uenra47QwlA06gItF3fd,"0
",0.581,8,1,0.0,211507,4,0.852,-3.4,0.0372,0.0312,90.01,0.103,0.765
Amsterdam,Coldplay,2uQ4px5SPONsgcUpulywIQ,"57
",0.262,10,1,0.0343,319360,4,0.176,-10.463,0.0301,0.836,73.076,0.122,0.105
Yoshimi Battles the Pink Robots, Pt. 1,0ccCwNzXvr1Yoz91vKz31Z,The Flaming Lips,0.555,0,1,0.0,287507,4,0.902,-7.918,0.0958,0.337,156.108,0.152,0.62
Not Gonna Get Us,t.A.T.u.,0Txbn46ZPEuHUrafScSWLr,"0
",0.68,1,0,0.15,261200,4,0.862,-7.105,0.0441,0.000727,129.993,0.0926,0.161
Aerodynamic,Daft Punk,3H3cOQ6LBLSvmcaV7QkZEu,"60
",0.624,7,1,0.861,212547,4,0.911,-7.482,0.0524,0.328,122.902,0.0727,0.135
Used To Love Her,Guns N' Roses,5DTolOueLUCyHnMNPQ5YNV,"0
",0.615,1,1,7.26e-05,191360,4,0.831,-9.394,0.0311,0.426,135.114,0.184,0.914
On The Wing,Owl City,0RLwgks1gHQzXeIkaJIpHr,"35
",0.651,10,1,0.00012,304640,4,0.764,-9.365,0.0344,0.0461,115.016,0.0758,0.176
Nothing's Gonna Stop Us Now,Starship,2vEQ9zBiwbAVXzS2SOxodY,"2
",0.643,6,1,0.0,270333,4,0.801,-4.921,0.0228,0.0298,95.988,0.0719,0.534
Love Hurts,Nazareth,3FMaoRyUZ07NQIMlCDAEOi,"52
",0.334,9,1,0.17,254733,4,0.402,-12.091,0.0274,0.00115,69.757,0.574,0.157
Sound Of The Republic,Raised Fist,2LQwcfWn5HPZmjmNjEUmTg,"0
",0.62,1,1,0.000168,172307,4,0.87,-5.044,0.0373,0.000116,110.029,0.104,0.45
The Road to Hell Part II,Chris Rea,4Z8N5oxice3KRFhWw11Y4C,"36
",0.621,9,0,0.0117,269507,4,0.716,-6.294,0.0258,0.000339,135.016,0.0554,0.833
New York City Cops,The Strokes,7xuu4ByQkm8qhnwJQk994r,"52
",0.522,0,1,2.82e-05,210559,4,0.853,-7.66,0.0362,0.071,107.943,0.343,0.455
Love You 'Till The End,The Pogues,3Twq0CQohJAj2DmVfd4iIG,"0
",0.554,11,1,0.00259,272106,4,0.396,-13.366,0.0294,0.0113,138.191,0.112,0.391
Sugar,System Of A Down,0kHXwmkGd6IlCNJH6cGmWw,"40
",0.446,1,1,0.00109,153800,4,0.89,-2.74,0.25,0.00187,131.083,0.266,0.571
Kär i en ängel,Håkan Hellström,5ObsEZmqZh0e5a7nUWmUiX,"0
",0.691,0,1,2.99e-06,257360,4,0.64,-6.389,0.0311,0.526,104.978,0.315,0.687
RICHMAN,3OH!3,3JfbMm4LfBmm96mkKhyG6I,"46
",0.59,5,0,0.0,199600,4,0.813,-3.543,0.342,0.00416,161.868,0.748,0.517
Somethin' Stupid,Robbie Williams,4kSKacywUJHdhyst4PL6pl,"66
",0.654,0,1,5.62e-06,170493,4,0.515,-12.185,0.0261,0.429,106.191,0.174,0.677
You Really Got Me,Van Halen,6ejipC6dh8CGi2WiUACOvN,"0
",0.464,1,1,5.66e-06,157640,4,0.944,-5.309,0.107,0.0159,137.864,0.384,0.716
Winter,Tori Amos,69mhMyy8rxYKGfPpr9wesT,"35
",0.32,6,1,0.0,342000,4,0.276,-10.343,0.0301,0.877,79.269,0.0966,0.231
Try Again,Aaliyah,2CM7CAL7aJ5WkPU0oGbA96,"0
",0.756,6,0,0.0,286981,4,0.654,-5.143,0.288,0.0779,93.059,0.0745,0.724
Who Let The Dogs Out,Baha Men,1H5tvpoApNDxvxDexoaAUo,"67
",0.869,0,1,0.0,198400,4,0.887,-4.505,0.0993,0.0605,129.221,0.148,0.784
Realize,Colbie Caillat,7wCGjuYvhvNp3r9w9apyrK,"0
",0.695,1,1,0.0,244107,4,0.606,-6.404,0.0322,0.137,123.967,0.116,0.164
Take A Look Around,Limp Bizkit,3G45pxFnngL6O9qrUSy4tI,"0
",0.494,11,1,0.265,319907,4,0.887,-4.894,0.049,0.0124,101.844,0.112,0.554
Why Do You Let Me Stay Here?,She & Him,4RoEvN1c9zYbemaMBy039T,"0
",0.509,7,1,0.0128,152507,4,0.805,-6.641,0.0491,0.0544,108.528,0.117,0.391
Superheroes - Epic Version,Edguy,044qJPmECJML1yNiXO2EA6,"20
",0.502,2,0,0.0,189560,4,0.298,-10.113,0.0289,0.846,125.833,0.161,0.142
Dreamer,Supertramp,73v482nDspbeJpl8NIvUAi,"0
",0.648,5,1,0.0443,211453,4,0.541,-10.562,0.0517,0.827,148.187,0.0792,0.852
Vermilion, Pt. 2,3ZuoESoKP9JUXGF0c90N8u,Slipknot,0.589,4,1,0.000424,224320,3,0.442,-8.517,0.0291,0.334,122.688,0.0987,0.0904
The End - New Stereo Mix Advanced Resolution,The Doors,0ATxvG3F86ZPIsl09XCubb,"0
",0.317,0,1,8.3e-05,699533,4,0.213,-17.076,0.031,0.0409,102.567,0.109,0.0716
Killing Loneliness,HIM,7HHJcl04LZDgJ7DnGcZB0B,"0
",0.436,0,0,0.0054,270560,4,0.911,-4.567,0.0711,0.0281,134.091,0.127,0.294
King of the Rodeo,Kings of Leon,6hkLTi1pq5xZT8aOlT5ysd,"0
",0.595,9,1,0.00229,145520,4,0.911,-5.458,0.0314,0.0108,151.295,0.0788,0.713
Blinded By The Sun,Everlast,1iLBIHCMe6wRB2PIb0Tgcx,"0
",0.7,9,1,1.24e-06,248160,4,0.716,-6.152,0.153,0.00115,87.029,0.554,0.554
Wheel in the Sky,Journey,6DXv7vJPrDRxo3Lnh4bacS,"52
",0.483,2,0,2.42e-06,252640,4,0.764,-7.039,0.06,0.068,105.694,0.126,0.399
No U Hang Up,Shayne Ward,2xZ5Hf8Zj44SlZUZDdEbLh,"43
",0.668,6,1,0.0,262253,4,0.537,-5.551,0.0316,0.111,98.013,0.0819,0.655
Dying in Your Arms,Trivium,2nuA1esWzYEgnfQ4DpsSsm,"52
",0.446,9,0,9.67e-05,173160,4,0.933,-3.605,0.0537,2.55e-05,159.961,0.085,0.753
My Love Is Your Love,Whitney Houston,4xzhlulgIL4yFEAR9EjHkR,"1
",0.769,7,1,5.14e-06,261573,4,0.47,-9.526,0.158,0.054,82.505,0.0628,0.465
Hypnotize,System Of A Down,6oO7WMjD6kEvCITLbVj0mu,"69
",0.274,6,1,0.000412,189440,4,0.92,-4.096,0.0489,0.0303,153.986,0.115,0.0397
Wherever You Will Go - Acoustic,The Calling,1aD0ewRPDlWpLPBVwhQkEU,"57
",0.584,1,1,0.0,198667,4,0.592,-6.426,0.0257,0.305,112.396,0.0898,0.315
Total Eclipse of the Heart,Westlife,4YP7Tt4XPOzQy3nvUMLmJQ,"50
",0.449,5,1,0.0,279640,4,0.686,-4.939,0.0313,0.511,131.192,0.131,0.365
Thriller - Single Version,Michael Jackson,5hPwQkmlWgxAZbJCoWCr1F,"0
",0.775,11,1,3.4e-05,314533,4,0.815,-5.639,0.0477,0.0934,118.402,0.256,0.835
Only You,Yazoo,62sTjrwZKzNjfeeBcG4nIv,"0
",0.748,9,1,4.15e-05,192293,4,0.559,-8.078,0.0362,0.204,106.077,0.0982,0.85
Bliss,Muse,60oVXz9ncTJgZdRerfVSQq,"0
",0.436,0,0,0.00746,252533,4,0.821,-6.037,0.0483,0.00119,128.063,0.119,0.102
I Just Don't Know What To Do With Myself,The White Stripes,2STKkcZkAEBGU3ekVrHYDr,"0
",0.366,0,1,0.0,166533,4,0.721,-8.094,0.106,0.656,94.122,0.107,0.365
La casa por el tejado,Fito y Fitipaldis,428cFrawSqeLoyooQjAW9d,"64
",0.734,7,0,2.27e-05,267760,4,0.852,-5.632,0.0483,0.323,149.976,0.421,0.89
Lost Highway - Duet with Willie Nelson,Kurt Nilsen,7iqK2G9XywmCtZAl3QVC1v,"42
",0.614,0,1,7.65e-05,206704,4,0.216,-11.303,0.0282,0.762,104.975,0.122,0.226
Always, Wu,1U9wWOCpQOVidwJfptqjs9,Volbeat,0.379,7,0,0.0389,153013,4,0.993,-4.459,0.127,2.56e-06,121.821,0.202,0.212
20 de abril - En directo 1997,Celtas Cortos,4bavcis6bApsKI8YkKg3Cx,"59
",0.526,0,1,1.24e-05,237347,4,0.722,-12.057,0.0394,0.000925,112.961,0.821,0.468
This Mess We're In,PJ Harvey,72WcW3ES2rmBkQ8jZ7FfJn,"0
",0.541,0,1,0.213,237067,4,0.564,-9.706,0.0278,0.0261,126.34,0.0942,0.416
The Quiet Place,In Flames,3EtK9JHFyqEUA9sSucw5Si,"0
",0.521,10,0,0.28,202667,4,0.95,-5.253,0.0701,0.000329,104.782,0.0599,0.273
The Bucket,Kings of Leon,2Kq1nzdFicerZzdKqQ7OYr,"0
",0.494,0,1,2.77e-05,175547,4,0.637,-6.004,0.0336,0.0789,140.032,0.215,0.175
Estranged,Guns N' Roses,46TYXxwJDYD9JLd2PQLrkO,"0
",0.359,11,1,0.281,563893,4,0.762,-8.323,0.032,0.0105,89.259,0.368,0.167
With You,Linkin Park,5smQEb4bp9kYX0xgiGh4Fn,"44
",0.421,6,0,0.0,203267,4,0.978,-4.004,0.302,0.0037,196.921,0.111,0.359
Unforgivable Sinner,Lene Marlin,0OAfv038kxh9xLGjJ7fRLi,"48
",0.627,4,0,0.0,239093,4,0.641,-10.283,0.0299,0.216,96.308,0.383,0.712
Who Wants To Live Forever,Queen,5Vkx1bETc0m5EcPPd7hVMe,"0
",0.164,4,0,0.00269,317000,4,0.181,-18.051,0.0364,0.304,138.796,0.0966,0.0396
Angel Of Death,Slayer,4BK1LadNZtQiRrRkqk6C1P,"0
",0.311,1,0,0.321,291200,4,0.995,-4.362,0.123,9.18e-05,102.797,0.078,0.0846
Miles Davis & The Cool,The Gaslight Anthem,2QchVq4V2EgF03v5H3x61V,"0
",0.538,9,1,2.08e-06,251413,4,0.918,-4.295,0.0568,0.0227,147.973,0.0974,0.517
Half-Truism,The Offspring,0wyaAxRo2DMvhKhQd6vCxt,"0
",0.43,7,1,3.21e-06,205947,4,0.915,-3.82,0.0377,0.00086,144.147,0.0837,0.415
The Hardest Button To Button,The White Stripes,7N3DKWBC8pKoTf0JzyYKaj,"0
",0.687,7,1,0.312,212320,4,0.513,-8.389,0.0793,0.0104,128.461,0.0937,0.564
Family Portrait,P!nk,1HaZ5x3c3HXRrLLHfsjO5p,"0
",0.761,0,0,2.99e-06,296427,4,0.687,-5.346,0.0487,0.0217,91.808,0.562,0.779
Safety Dance,Status Quo,5vhuy2NmcZKh0HQa9GKcs0,"0
",0.65,7,1,0.000533,236760,4,0.783,-9.035,0.0264,0.0205,100.008,0.114,0.615
Mansard Roof,Vampire Weekend,22xXzpcl3VPGyRy8xYdBhB,"51
",0.53,5,1,0.000181,127667,4,0.699,-4.25,0.145,0.341,165.222,0.219,0.765
Needle In The Hay,Elliott Smith,1HyAeHf7CKtV4RUKdLGFXt,"0
",0.563,9,0,0.018,256760,4,0.196,-17.406,0.0412,0.219,116.019,0.118,0.306
There She Goes,The La's,4c6vZqYHFur11FbWATIJ9P,"69
",0.533,7,1,0.829,162187,4,0.761,-10.632,0.0298,0.013,122.777,0.207,0.917
You're Still The One,Shania Twain,3I4nZ14GRL7eXwFDjCEEVr,"0
",0.563,3,1,0.0,212400,4,0.536,-7.149,0.0301,0.472,133.852,0.271,0.653
Sigur 1 (Untitled),Sigur Rós,45X6BMb7ONA5GPJTdWU1jr,"0
",0.305,8,1,0.765,398493,4,0.128,-13.916,0.0326,0.917,84.96,0.0674,0.0395
All You Zombies,The Hooters,2EKWOgzZspb771hTarAChD,"43
",0.537,9,0,0.183,352547,4,0.773,-8.329,0.0729,0.29,86.801,0.0794,0.562
The Lost Art Of Keeping A Secret,Queens of the Stone Age,1eoTdhnYkLJjaIlgYWEWzP,"0
",0.541,1,1,0.0141,216027,4,0.783,-4.793,0.0351,0.0743,110.696,0.7,0.414
Runaway,Ladytron,63gAbtTyfL5iP7ranuU0Nf,"0
",0.573,11,1,0.00222,289646,4,0.751,-6.695,0.0319,0.000249,114.968,0.154,0.488
Lazy Eye,Silversun Pickups,6axAacuCsPeAStu4a2XZA0,"0
",0.633,4,1,0.693,354360,4,0.831,-5.053,0.0461,0.0401,127.397,0.117,0.243
This Boy,James Morrison,2yH0rYNvbH0i88P3swmZf2,"0
",0.597,10,1,0.0,232618,4,0.536,-7.006,0.0408,0.443,119.122,0.114,0.441
Get Ur Freak On,Missy Elliott,13KEdaWIc7T6ozEmnJjHy1,"43
",0.78,0,1,0.134,237067,4,0.787,-6.653,0.209,0.533,177.835,0.122,0.668
A Place Nearby,Lene Marlin,2CoOb7f00S9B7y4IyB2bT6,"34
",0.821,0,1,0.000953,250267,4,0.221,-13.116,0.0366,0.389,112.925,0.0859,0.147
Cry,James Blunt,6f3H0zbLEacszkDZAKv6IG,"42
",0.499,7,1,0.00747,246413,4,0.583,-9.191,0.0322,0.464,151.999,0.0971,0.194
The Antidote,Story Of The Year,7h6Q1S1SySzPxWblLjMrLv,"0
",0.5,5,0,0.0,239600,4,0.936,-4.521,0.0744,0.00747,101.487,0.13,0.158
Ready, Steady,1Eypjf8EdbSB8SHMNzbf9H, Go,0.688,10,0,0.855,306560,4,0.929,-7.791,0.0384,0.00632,126.002,0.114,0.456
The Dread,Takida,6Vnu2ohzTZHstTlTRHCI5V,"0
",0.446,2,1,1.59e-06,185133,4,0.87,-7.251,0.0458,8.17e-05,169.852,0.266,0.559
You Sexy Thing,Hot Chocolate,26mDHU83VNkobcI4BadliK,"26
",0.788,5,1,0.0015,242907,4,0.728,-5.912,0.0571,0.534,105.881,0.218,0.963
Du är min man,Benny Anderssons Orkester,3W64IS8ZqASfmEYTZMgO3M,"50
",0.565,9,1,0.0,215600,4,0.451,-8.302,0.0262,0.642,88.454,0.136,0.654
Plush,Stone Temple Pilots,2TAQ9YGehOKWDqDak5DuXc,"62
",0.423,7,0,0.0,310347,4,0.954,-3.157,0.047,0.0021,144.553,0.177,0.5
What I Got,Sublime,5nkYHBWXu7KCgcdwP6jcB1,"52
",0.799,7,1,0.000333,171067,4,0.696,-7.513,0.0859,0.0128,95.637,0.331,0.62
Scatman's World,Scatman John,0ekX8f90SM9yxk9ipmhUvO,"0
",0.703,11,0,4.84e-06,225133,4,0.874,-10.801,0.0566,0.0705,146.987,0.0947,0.939
Sundance Kid,kent,1NSkByLIsEN0gyMco5nGOU,"43
",0.523,2,0,0.00343,309627,4,0.71,-6.518,0.0256,0.042,93.966,0.0871,0.288
Downtown Train,Tom Waits,0ZKwuHVTC2My6lX48r912g,"0
",0.665,3,1,0.0488,230000,4,0.43,-13.62,0.117,0.465,115.399,0.0965,0.701
Every Day Is Exactly The Same,Nine Inch Nails,2QZaBi6lgd6dD8h62DPQ4Q,"0
",0.621,0,1,0.0968,295080,4,0.938,-5.802,0.0512,0.026,144.023,0.116,0.417
...To Be Loved,Papa Roach,5RxCC8ecpIb6W9MVrJNmSF,"57
",0.478,8,1,0.0,182120,4,0.977,-3.162,0.0751,0.00473,96.047,0.509,0.482
Contigo - En Directo,Joaquín Sabina,4U4siN9I2wN2NFkTsQCYaU,"45
",0.495,4,1,0.0,304347,3,0.483,-5.706,0.043,0.724,125.408,0.87,0.196
Love Is Noise,The Verve,3WPtsRcuXG5pEyLXUgiUZp,"42
",0.419,7,1,0.0,327748,4,0.863,-4.155,0.0412,0.000484,123.008,0.388,0.314
This Is My Life,Gasolin',2aJSaIEowroNh5jq4aADHT,"52
",0.506,0,1,0.000389,218613,4,0.413,-10.613,0.0258,0.0599,104.347,0.0982,0.0705
When You Believe (from The Prince Of Egypt ),Mariah Carey,6jvxZ978pjyBAJtmxs3Jed,"37
",0.437,1,0,0.0,274693,4,0.461,-6.898,0.0296,0.376,125.653,0.108,0.133
If I Let You Go - Radio Edit,Westlife,5giCRvTkp5GV5UIAORAOof,"68
",0.571,0,1,0.0,221533,4,0.697,-4.255,0.0294,0.00574,181.987,0.0775,0.636
Det lilla livet,Familjen,6bmGTtmrQuCONm00FvrStQ,"0
",0.698,2,1,0.537,249587,4,0.722,-5.359,0.0332,0.000128,112.9,0.379,0.574
Good People,Jack Johnson,7fa7CV6ZL83KqttHW4QO4j,"0
",0.72,11,1,2.23e-05,208507,4,0.586,-6.001,0.035,0.215,176.137,0.0919,0.908
Jag är hos dig igen,Lars Winnerbäck,1K66oGji0Dquhjx4xUC1WO,"0
",0.435,7,1,0.00575,232040,4,0.202,-12.908,0.0299,0.787,138.057,0.106,0.435
Don't Give Up,The Whitest Boy Alive,3zDj9vhpG5I1mhidBSy7zn,"0
",0.461,7,1,0.487,355280,4,0.639,-9.586,0.035,0.175,113.945,0.0761,0.466
If I Had Eyes,Jack Johnson,0yGpf3rrAiWdNlvK0Wy4nL,"0
",0.794,2,1,0.00343,238813,4,0.569,-8.057,0.0371,0.663,92.915,0.0898,0.706
The Age Of Pamparius,Turbonegro,1s4dse1OS2hnwkzJiwwG9Q,"0
",0.336,9,1,0.089,361070,4,0.93,-3.899,0.0629,0.00018,154.924,0.614,0.141
Edge of Seventeen,Stevie Nicks,2id8E4WvczfKHB4LHI7Np3,"70
",0.59,0,1,5.57e-06,329680,4,0.828,-6.28,0.0439,0.277,111.353,0.0868,0.636
I Hate Myself for Loving You,Joan Jett & The Blackhearts,2HXixVqzzm9rEUIMAWzshl,"69
",0.611,9,1,1.2e-06,246800,4,0.883,-11.225,0.0539,0.0846,117.928,0.192,0.604
Papa Don't Preach,Madonna,6A8OnjnpShshNpcqWtZRjr,"66
",0.807,5,0,0.000791,345280,4,0.906,-8.973,0.0371,0.311,121.54,0.0248,0.971
Bootylicious,Destiny's Child,09mkdGhqb5ySKVsnkx9hy2,"59
",0.835,1,0,0.0,207733,4,0.833,-4.364,0.284,0.00247,103.358,0.171,0.586
Nightswimming,R.E.M.,67gLxgBMEpItXCsVTQ44DR,"0
",0.559,7,1,2.06e-05,258267,4,0.458,-8.202,0.0301,0.765,114.204,0.0979,0.551
Gamma Ray,Beck,3w56ucf59EbjBU6TXN8JiB,"0
",0.612,11,0,0.211,178920,4,0.912,-4.219,0.0387,0.103,168.09,0.326,0.715
Debaser,Pixies,3FzKPS0oVknVlCW3PhxIHl,"65
",0.487,5,1,0.347,173173,4,0.885,-12.005,0.0427,0.000397,135.516,0.0973,0.579
True Love Way,Kings of Leon,58Rx0gLTFzI9N02Ii52L0m,"0
",0.451,7,1,0.000197,242787,4,0.789,-5.809,0.0466,0.0304,124.224,0.128,0.32
The Great Escape,Boys Like Girls,6GIrIt2M39wEGwjCQjGChX,"64
",0.423,1,0,0.0,206520,4,0.94,-4.012,0.0635,0.00166,149.934,0.178,0.505
Into Dust,Mazzy Star,7l5nkTZpoD93OkynN0gcon,"59
",0.415,7,1,0.137,336760,4,0.132,-18.839,0.0353,0.94,169.006,0.113,0.122
Girlfriend - Radio Edit,Avril Lavigne,1G3TReuCzc7YIXdw3xW8tP,"0
",0.564,7,1,0.000291,216600,4,0.959,-2.419,0.101,0.000816,164.012,0.253,0.639
The Heart of Life,John Mayer,1piQgn19rviQgJF3kDrtpT,"0
",0.496,1,1,0.0109,198200,4,0.238,-11.026,0.0301,0.958,175.96,0.0875,0.349
The Modern Leper,Frightened Rabbit,4AKARSUjCT4k1c3iSUvCDR,"0
",0.45,2,1,8.11e-05,228453,4,0.919,-4.357,0.0791,0.0624,112.411,0.124,0.297
Sea of Love,Cat Power,10rA9ND4fP1MX0Nj0iobSp,"0
",0.586,6,0,0.0,139467,4,0.0728,-11.472,0.0468,0.934,79.329,0.166,0.148
Da Funk,Daft Punk,0MyY4WcN7DIfbSmp5yej5z,"61
",0.806,0,0,0.891,328680,4,0.7,-5.269,0.0752,0.00196,111.215,0.267,0.892
Deceptacon,Le Tigre,3PVRSOQ57O3LO6HCAPkbfY,"0
",0.605,9,0,0.00494,184533,4,0.869,-3.32,0.0644,0.0583,160.496,0.0842,0.64
Roxanne - 2003 Stereo Remastered Version,The Police,5Z5pWsmW9DRAB5j6iBenZl,"0
",0.613,0,1,5.81e-06,191013,4,0.752,-8.853,0.382,0.0243,133.996,0.0515,0.659
I Will Always Love You,Whitney Houston,7MU4icoUb7OqkiGyggO5Mu,"0
",0.301,9,1,2.35e-06,263800,4,0.296,-8.985,0.0364,0.673,133.61,0.122,0.106
Follow Through,Gavin DeGraw,6jSoDFoUl903MNFhS4FuZx,"45
",0.37,0,1,0.0,239747,4,0.772,-6.148,0.0536,0.000575,174.775,0.0745,0.375
Think About You,Guns N' Roses,2DshFvtiZTTuuLPWi2m2am,"0
",0.24,10,0,0.0134,229042,4,0.987,-6.978,0.103,0.0607,170.357,0.0727,0.259
Coming for You,JoJo,2SQB1AjymC9sQJx3Hh1qo1,"0
",0.755,8,1,0.0,211640,4,0.738,-6.282,0.0306,0.0402,115.064,0.0979,0.49
Hungry Like the Wolf,Duran Duran,2qeESyQyH7MRHCBotCQsNq,"53
",0.664,7,1,0.0,209547,4,0.888,-5.161,0.067,0.0252,127.369,0.216,0.605
La La La (Never Give It Up) - Radio Version,September,6fGvxWbCzqO6EfyiNvL3ai,"34
",0.644,11,0,0.000958,198840,4,0.885,-4.16,0.0268,0.0463,130.003,0.255,0.917
Hand in My Pocket,Alanis Morissette,3ArPxT1Wt0Yse6kBeCqGFe,"47
",0.656,0,1,0.0016,221707,4,0.588,-9.836,0.0247,0.0644,92.277,0.0966,0.707
Someone's Watching Over Me,Hilary Duff,6HHfwQ5xBAtTN6T9FwGfxA,"41
",0.475,4,1,1.92e-05,250960,4,0.716,-4.608,0.0324,0.119,151.996,0.11,0.432
Sunburn,Muse,5wq8wceQvaFlOZovDtfr0j,"57
",0.474,4,0,0.00154,233733,4,0.905,-6.137,0.0842,0.122,93.02,0.166,0.322
Infra-Red,Placebo,1oC7Yao1DZ0sbW0nvCvumh,"0
",0.447,1,1,1.23e-06,195653,4,0.817,-5.963,0.0704,0.000297,172.01,0.277,0.355
Visit to Vienna,Sahara Hotnights,26UPjxLcM3he1jC5y3L0R9,"45
",0.729,7,1,0.195,229707,4,0.826,-3.835,0.0337,0.00516,144.074,0.076,0.695
The End of Heartache,Killswitch Engage,6WrusttQhWlojn3WKlPTaY,"51
",0.469,0,0,0.217,298107,4,0.976,-3.569,0.111,0.000287,124.001,0.0636,0.222
Going Up The Country,Canned Heat,57460SJgSpCXaRJ9YIYHxy,"65
",0.653,5,0,0.0146,171373,4,0.239,-18.54,0.0453,0.806,80.392,0.132,0.765
Peace Sells - Remastered,Megadeth,3090goAxG6IlpCifA8m9xB,"53
",0.303,11,0,0.26,242533,4,0.922,-4.376,0.138,0.000676,138.393,0.561,0.695
With Or Without You,U2,0tP5ogrxKrIPKHHc0seuOr,"0
",0.546,2,1,0.235,296227,4,0.539,-7.342,0.0267,0.000135,109.92,0.119,0.122
Drinking In L.A.,Bran Van 3000,5XK7jl8mMZF35w4BM6glgV,"0
",0.558,3,1,0.0,236067,4,0.691,-6.319,0.0639,0.0505,171.875,0.0694,0.651
Sad Statue,System Of A Down,1wGRSG94dLt8fIZWhR3rGG,"58
",0.26,6,0,0.0,205800,4,0.938,-1.824,0.0603,0.00539,167.421,0.246,0.547
Into The Great Wide Open,Tom Petty and the Heartbreakers,1pvEacBCjS7EMQUZbM4Pj8,"0
",0.608,4,0,0.0,223333,4,0.583,-9.727,0.0235,0.188,82.227,0.129,0.714
Ahora Quien - Salsa Version,Marc Anthony,5A32KQZznC2HSqr9qzTl2N,"62
",0.553,4,0,0.0,309587,4,0.632,-4.837,0.0782,0.375,85.1,0.267,0.687
The Drugs Don't Work - Live,Ben Harper And The Innocent Criminals,1uDfA8q8avcbSzjNyB0cq7,"38
",0.484,0,1,0.0,277307,4,0.287,-14.368,0.0349,0.69,79.912,0.946,0.351
One Of Us Is Gonna Die Young,The Ark,22u5Yu7vcYEQrIwA2Y9Rj6,"46
",0.612,0,1,1.41e-06,210644,4,0.822,-4.057,0.0326,0.12,143.845,0.135,0.786
Shelter,Ray LaMontagne,5qxjv71aMyiG2Bm6GDETya,"0
",0.485,0,1,2.42e-06,276520,4,0.191,-14.714,0.0361,0.32,117.822,0.313,0.186
What Else Is There? - Live,Röyksopp,39OZpmsquWGSgs1Lt6BXr0,"25
",0.485,9,1,0.00778,199293,4,0.812,-9.519,0.0365,0.125,115.032,0.792,0.148
Milk,Kings of Leon,6ZDJ04p3vZFPLUpggYlStx,"0
",0.563,2,1,0.000407,240293,4,0.201,-16.489,0.053,0.396,124.216,0.0544,0.233
Hey Mama,Black Eyed Peas,41UdZo4E9IUgBai73dD8Cf,"0
",0.86,4,0,1.42e-06,214893,4,0.866,-6.345,0.232,0.104,100.15,0.584,0.933
The Logical Song,Scooter,2Uheo5lMCHhunV6rC9rs5X,"20
",0.538,6,0,0.00155,285387,4,0.95,-6.601,0.0498,0.0105,143.997,0.38,0.354
Look What You've Done,Jet,0ZSmRnXnP5fdANtVlCok1g,"62
",0.398,0,1,0.00143,230880,4,0.547,-6.846,0.0261,0.414,73.396,0.146,0.305
Fragile,Sting,4UiuRWY3NqFCymtGYD5Qmt,"44
",0.327,11,0,0.274,232000,4,0.31,-15.353,0.035,0.908,83.222,0.122,0.28
Never Going Back Again,Fleetwood Mac,1hqvNLAmwGTh8p3wReZIhV,"0
",0.644,6,1,0.386,135133,4,0.281,-13.106,0.0371,0.832,176.565,0.0805,0.916
